seed,order,n_src_vois,dist_max_vois(m)
1115,11,324,0.155544996641276
1115,12,367,0.155544996641276
1115,13,410,0.159185429536689
1115,14,453,0.166106884692357
1115,15,495,0.166106884692357
1116,1,7,0.0187706657640723
1116,2,18,0.02968449379988
1116,3,34,0.0390779947578407
1116,4,55,0.0517268912987674
1116,5,81,0.0656426324199742
1116,6,112,0.0783147624342863
1116,7,148,0.0937900680811569
1116,8,188,0.103521401199858
1116,9,230,0.117887066861642
1116,10,272,0.126289151983367
1116,11,314,0.134007637421331
1116,12,356,0.140540270704249
1116,13,398,0.147863065217976
1116,14,440,0.154017431916525
1116,15,482,0.156609034894833
1117,1,7,0.0211441098572435
1117,2,18,0.0285692622468551
1117,3,34,0.0409063478070371
1117,4,55,0.0587305678063516
1117,5,81,0.0742823953801689
1117,6,112,0.0868754556211394
1117,7,148,0.097369291130147
1117,8,188,0.110292759838156
1117,9,230,0.121744706311195
1117,10,272,0.127212381982744
1117,11,314,0.134007637421331
1117,12,356,0.140540270704249
1117,13,398,0.147863065217976
1117,14,440,0.154017431916525
1117,15,482,0.156609034894833
1118,1,7,0.014234871328667
1118,2,19,0.0289626926412442
1118,3,36,0.0415249199934874
1118,4,58,0.0564188508702721
1118,5,85,0.0698640315498005
1118,6,117,0.0822579291915842
1118,7,154,0.0937900680811569
1118,8,194,0.109740526512971
1118,9,237,0.122044878643994
1118,10,281,0.133106332905062
1118,11,324,0.140540270704249
1118,12,367,0.147863065217976
1118,13,410,0.154017431916525
1118,14,453,0.156609034894833
1118,15,495,0.158951289878435
1119,1,7,0.0166601972251578
1119,2,19,0.0317822721666492
1119,3,37,0.0447780005453243
1119,4,60,0.0547296101023076
1119,5,88,0.0738666510945413
1119,6,121,0.084971672298426
1119,7,158,0.102401361823409
1119,8,198,0.114188653417062
1119,9,241,0.129901548768685
1119,10,286,0.140540270704249
1119,11,332,0.147863065217976
1119,12,377,0.154017431916525
1119,13,422,0.156609034894833
1119,14,466,0.158951289878435
1119,15,507,0.163423712622892
1120,1,7,0.0173524813655818
1120,2,19,0.0350048048748054
1120,3,37,0.0480899054054483
1120,4,61,0.0610865855690165
1120,5,90,0.0782137569076928
1120,6,123,0.0942010181437871
1120,7,160,0.107319944489655
1120,8,200,0.122285295791189
1120,9,243,0.138125676815756
1120,10,288,0.147863065217976
1120,11,335,0.154017431916525
1120,12,383,0.156609034894833
1120,13,429,0.158951289878435
1120,14,472,0.163423712622892
1120,15,513,0.166106884692357
1121,1,7,0.0203424303708531
1121,2,19,0.0275288621865485
1121,3,37,0.0427041011038855
1121,4,61,0.0557606356668071
1121,5,91,0.077403941373674
1121,6,125,0.0855402634005626
1121,7,162,0.104251747446404
1121,8,202,0.118559765542173
1121,9,245,0.132577150763072
1121,10,291,0.145987973101258
1121,11,339,0.15606559025969
1121,12,387,0.158951289878435
1121,13,435,0.163423712622892
1121,14,479,0.166106884692357
1121,15,517,0.166106884692357
1122,1,7,0.0235598789689113
1122,2,19,0.0327431166054678
1122,3,37,0.0453737344227432
1122,4,61,0.0635359343673896
1122,5,91,0.0769082509914673
1122,6,125,0.0951533433882704
1122,7,162,0.109284490572706
1122,8,202,0.124482832519643
1122,9,245,0.138415692786585
1122,10,291,0.152462080583074
1122,11,339,0.156609034894833
1122,12,387,0.158951289878435
1122,13,435,0.163423712622892
1122,14,479,0.166106884692357
1122,15,517,0.166106884692357
1123,1,7,0.0176761686818015
1123,2,19,0.0369067958646494
1123,3,37,0.0497761107634119
1123,4,61,0.060661337002848
1123,5,90,0.0820205258662886
1123,6,123,0.0987716126436122
1123,7,160,0.114794372719759
1123,8,200,0.129046489621208
1123,9,243,0.14536726466621
1123,10,288,0.154017431916525
1123,11,335,0.156609034894833
1123,12,383,0.158951289878435
1123,13,429,0.163423712622892
1123,14,472,0.166106884692357
1123,15,513,0.166106884692357
1124,1,7,0.0194328714322387
1124,2,19,0.0373606294474994
1124,3,37,0.0477877413404896
1124,4,60,0.060661337002848
1124,5,88,0.0839251499637693
1124,6,121,0.100323328706764
1124,7,158,0.116742643067108
1124,8,198,0.131924403689742
1124,9,241,0.147962071363831
1124,10,286,0.156573865387131
1124,11,332,0.158950715232399
1124,12,377,0.163423712622892
1124,13,422,0.166106884692357
1124,14,466,0.166106884692357
1124,15,507,0.166106884692357
1125,1,7,0.018644198953066
1125,2,19,0.0315187626956576
1125,3,36,0.0477877413404896
1125,4,58,0.0621446512569734
1125,5,85,0.0855476679311233
1125,6,117,0.100323328706764
1125,7,154,0.116742643067108
1125,8,194,0.131924403689742
1125,9,237,0.147962071363831
1125,10,281,0.156573865387131
1125,11,324,0.158950715232399
1125,12,367,0.163423712622892
1125,13,410,0.166106884692357
1125,14,453,0.166106884692357
1125,15,495,0.166106884692357
1126,1,7,0.0211326557879008
1126,2,18,0.0367816091303866
1126,3,34,0.0430425870156525
1126,4,55,0.0567507687481642
1126,5,81,0.0674519866039446
1126,6,112,0.0756358700803177
1126,7,148,0.0870308457158136
1126,8,188,0.0993905256026948
1126,9,230,0.113193720425674
1126,10,272,0.124960771017138
1126,11,314,0.140834680659243
1126,12,356,0.152472417292772
1126,13,398,0.152711632285458
1126,14,440,0.158053295267492
1126,15,482,0.161623363324867
1127,1,7,0.0160160761718991
1127,2,18,0.028646424296551
1127,3,34,0.0419127970715053
1127,4,55,0.0526770876997739
1127,5,81,0.0618471916663173
1127,6,112,0.0756358700803177
1127,7,148,0.0837553331690999
1127,8,188,0.0962326389105424
1127,9,230,0.10999500222566
1127,10,272,0.126275364677126
1127,11,314,0.136810791754927
1127,12,356,0.145546134233893
1127,13,398,0.152711632285458
1127,14,440,0.160095598489984
1127,15,482,0.164644114043279
1128,1,7,0.0216321449582058
1128,2,19,0.0332385159608854
1128,3,36,0.0506295287475122
1128,4,58,0.0565454879248373
1128,5,85,0.0703547273417655
1128,6,117,0.0805234382224256
1128,7,154,0.0865760370135155
1128,8,194,0.0963004381728118
1128,9,237,0.112641293706973
1128,10,281,0.132156584145078
1128,11,324,0.144616519802756
1128,12,367,0.152711632285458
1128,13,410,0.158053295267492
1128,14,453,0.161623363324867
1128,15,495,0.166106884692357
1129,1,7,0.0142526046834464
1129,2,19,0.0320646625065527
1129,3,37,0.0470928279280652
1129,4,60,0.064070649602782
1129,5,88,0.0704342156568769
1129,6,121,0.0780486219129683
1129,7,158,0.0897045720652305
1129,8,198,0.0986814968583245
1129,9,241,0.116078916965802
1129,10,286,0.134766757136343
1129,11,332,0.143455427718967
1129,12,377,0.154381099413825
1129,13,422,0.161623363324867
1129,14,466,0.166106884692357
1129,15,507,0.166106884692357
1130,1,7,0.021457808718809
1130,2,19,0.0299836417063209
1130,3,37,0.0448231297204985
1130,4,61,0.0614485674748564
1130,5,90,0.0736232289439228
1130,6,123,0.0793646890725304
1130,7,160,0.092062866655115
1130,8,200,0.10346291601359
1130,9,243,0.115244890386784
1130,10,288,0.13090063337656
1130,11,335,0.145198897123515
1130,12,383,0.153527350093483
1130,13,429,0.163423712622892
1130,14,472,0.166106884692357
1130,15,513,0.166106884692357
1131,1,7,0.0248769946422283
1131,2,19,0.0374984843063052
1131,3,37,0.0489874200666416
1131,4,61,0.0615824706219623
1131,5,91,0.0747432517214069
1131,6,125,0.0877850378513872
1131,7,162,0.093663878761796
1131,8,202,0.106936923912607
1131,9,245,0.125809759980133
1131,10,291,0.138849570701611
1131,11,339,0.145044895881406
1131,12,387,0.154381099413825
1131,13,435,0.161623363324867
1131,14,479,0.166106884692357
1131,15,517,0.166106884692357
1132,1,7,0.0180409098090056
1132,2,19,0.0334598854391333
1132,3,37,0.0483481360102331
1132,4,61,0.0594590283420973
1132,5,91,0.0747432517214069
1132,6,125,0.0877850378513872
1132,7,162,0.093663878761796
1132,8,202,0.10346291601359
1132,9,245,0.121477503341751
1132,10,291,0.136167361399756
1132,11,339,0.145198897123515
1132,12,387,0.153527350093483
1132,13,435,0.163423712622892
1132,14,479,0.166106884692357
1132,15,517,0.166106884692357
1133,1,7,0.024580575494032
1133,2,19,0.0341012306946621
1133,3,37,0.0431133460513688
1133,4,61,0.0543824539066584
1133,5,90,0.0703752786063184
1133,6,123,0.0877850378513872
1133,7,160,0.0901558430426054
1133,8,200,0.10393946152305
1133,9,243,0.114970571729983
1133,10,288,0.130326725032734
1133,11,335,0.147346541997578
1133,12,383,0.156609034894833
1133,13,429,0.158951289878435
1133,14,472,0.163423712622892
1133,15,513,0.166106884692357
1134,1,7,0.0198943785437092
1134,2,19,0.034659073085541
1134,3,37,0.0413936761723967
1134,4,60,0.0531522843158166
1134,5,88,0.068953810488132
1134,6,121,0.0796143344025586
1134,7,158,0.0905811736748859
1134,8,198,0.101972636289557
1134,9,241,0.11639073246132
1134,10,286,0.133463568891651
1134,11,332,0.147863065217976
1134,12,377,0.154017431916525
1134,13,422,0.156609034894833
1134,14,466,0.158951289878435
1134,15,507,0.163423712622892
1135,1,7,0.0157170671670027
1135,2,19,0.0314815930841294
1135,3,36,0.0409554205643924
1135,4,58,0.0534673314464743
1135,5,85,0.0660928302640862
1135,6,117,0.0799394194670273
1135,7,154,0.0882577287568938
1135,8,194,0.103194263135417
1135,9,237,0.116553533976076
1135,10,281,0.133030149257463
1135,11,324,0.140540270704249
1135,12,367,0.147863065217976
1135,13,410,0.154017431916525
1135,14,453,0.156609034894833
1135,15,495,0.158951289878435
1136,1,7,0.0170143450393781
1136,2,19,0.0327915912380889
1136,3,36,0.0566338174649176
1136,4,58,0.0667407209523415
1136,5,85,0.083362029914677
1136,6,117,0.103708250727648
1136,7,154,0.11680122810548
1136,8,194,0.11680122810548
1136,9,237,0.119530961848146
1136,10,281,0.127806115773648
1136,11,324,0.13301506723248
1136,12,367,0.136685369762257
1136,13,410,0.136685369762257
1136,14,453,0.141711068816719
1136,15,495,0.144317210171761
1137,1,7,0.018856786412201
1137,2,19,0.0335889167056814
1137,3,37,0.0508680652093431
1137,4,60,0.0645039097398519
1137,5,88,0.0826928868017243
1137,6,121,0.100844589840026
1137,7,158,0.112845867820856
1137,8,198,0.117712021857343
1137,9,241,0.125338287869414
1137,10,286,0.13301506723248
1137,11,332,0.136685369762257
1137,12,377,0.136685369762257
1137,13,422,0.141711068816719
1137,14,466,0.144317210171761
1137,15,507,0.147356159915907
1138,1,7,0.0185182526633142
1138,2,19,0.0331457552934781
1138,3,37,0.0512678686192352
1138,4,61,0.0629558335526143
1138,5,90,0.0773323884476857
1138,6,123,0.0922273884438789
1138,7,160,0.104315554508512
1138,8,200,0.12237843948004
1138,9,243,0.12671016085023
1138,10,288,0.13301506723248
1138,11,335,0.136685369762257
1138,12,383,0.141711068816719
1138,13,429,0.144317210171761
1138,14,472,0.147356159915907
1138,15,513,0.149265985740258
1139,1,7,0.0199237760547227
1139,2,19,0.0373435101394218
1139,3,37,0.0490973694654895
1139,4,61,0.0682959255777247
1139,5,91,0.0828224099646962
1139,6,125,0.0981232043069108
1139,7,162,0.11446323623494
1139,8,202,0.129446491328477
1139,9,245,0.134707609645865
1139,10,291,0.136685369762257
1139,11,339,0.141711068816719
1139,12,387,0.144317210171761
1139,13,435,0.147356159915907
1139,14,479,0.149265985740258
1139,15,517,0.155544996641276
1140,1,7,0.0223226506994967
1140,2,19,0.0351045373783367
1140,3,37,0.0463084742372834
1140,4,61,0.0616094978835108
1140,5,91,0.078391577339374
1140,6,125,0.0928610798123357
1140,7,162,0.111647974453236
1140,8,202,0.123796088377139
1140,9,245,0.13073435359721
1140,10,291,0.136685369762257
1140,11,339,0.141711068816719
1140,12,387,0.144317210171761
1140,13,435,0.147356159915907
1140,14,479,0.149265985740258
1140,15,517,0.155544996641276
1141,1,7,0.0242868551547206
1141,2,19,0.0358335809667191
1141,3,37,0.0522451895405724
1141,4,61,0.0570019782886267
1141,5,90,0.0717438552606389
1141,6,123,0.0877107495322495
1141,7,160,0.104716259770198
1141,8,200,0.112891879563506
1141,9,243,0.126596812772054
1141,10,288,0.133656794285933
1141,11,335,0.141318366416688
1141,12,383,0.144317210171761
1141,13,429,0.147356159915907
1141,14,472,0.149265985740258
1141,15,513,0.155544996641276
1142,1,7,0.0191489762773851
1142,2,19,0.0386351519647175
1142,3,37,0.0443554897077385
1142,4,60,0.0560120767792216
1142,5,88,0.0701544415489565
1142,6,121,0.087740158002682
1142,7,158,0.0976425652109238
1142,8,198,0.107528266007347
1142,9,241,0.122823728309877
1142,10,286,0.13995677427396
1142,11,332,0.141318366416688
1142,12,377,0.144317210171761
1142,13,422,0.149265985740258
1142,14,466,0.155544996641276
1142,15,507,0.155544996641276
1143,1,7,0.0213572750188465
1143,2,19,0.0335330781754998
1143,3,36,0.046755973007202
1143,4,58,0.0630528796322806
1143,5,85,0.0674519866039446
1143,6,117,0.0792103573060256
1143,7,154,0.0909945855462969
1143,8,194,0.103018658592989
1143,9,237,0.116959922324404
1143,10,281,0.130837609501018
1143,11,324,0.143500456524049
1143,12,367,0.149265985740258
1143,13,410,0.152472417292772
1143,14,453,0.155544996641276
1143,15,495,0.158053295267492
1144,1,7,0.0196692448373578
1144,2,18,0.0294452203817358
1144,3,34,0.0433191369410428
1144,4,55,0.054717783472208
1144,5,81,0.0636308219700522
1144,6,112,0.0750928990353375
1144,7,148,0.0883451889963773
1144,8,188,0.102437382160936
1144,9,230,0.112618794353519
1144,10,272,0.124374497888753
1144,11,314,0.136950481094582
1144,12,356,0.149265985740258
1144,13,398,0.152472417292772
1144,14,440,0.152711632285458
1144,15,482,0.158053295267492
1145,1,7,0.0297951426414436
1145,2,18,0.0504318954888538
1145,3,34,0.057469433374274
1145,4,55,0.0667021753561868
1145,5,81,0.0828196091985557
1145,6,112,0.0929572428462016
1145,7,148,0.102749930824637
1145,8,188,0.113902974881259
1145,9,230,0.120844503916881
1145,10,272,0.126425963519182
1145,11,314,0.131188703946857
1145,12,356,0.136743570350954
1145,13,398,0.14766848350748
1145,14,440,0.156007486059088
1145,15,482,0.163021390311477
1146,1,7,0.0289285579048569
1146,2,18,0.04083475435502
1146,3,34,0.0554038826399756
1146,4,55,0.0677572530405358
1146,5,81,0.0748905876141475
1146,6,112,0.0869389440648575
1146,7,148,0.0982441404755963
1146,8,188,0.110010525249522
1146,9,230,0.120129456509248
1146,10,272,0.131188703946857
1146,11,314,0.133215351526108
1146,12,356,0.14528768501925
1146,13,398,0.155284660969851
1146,14,440,0.161063489077455
1146,15,482,0.164644114043279
1147,1,7,0.0288488936505824
1147,2,19,0.0504318954888538
1147,3,36,0.0617120195299888
1147,4,58,0.0734069794668269
1147,5,85,0.0852508226458735
1147,6,117,0.093762245405947
1147,7,154,0.10667725163242
1147,8,194,0.117080486309609
1147,9,237,0.123351743194258
1147,10,281,0.129293040913045
1147,11,324,0.132316916701158
1147,12,367,0.138864735840206
1147,13,410,0.147699722177966
1147,14,453,0.155284660969851
1147,15,495,0.161063489077455
1148,1,7,0.0256905475177336
1148,2,19,0.0479608732855053
1148,3,37,0.0662057603925488
1148,4,60,0.0748905876141475
1148,5,88,0.0869389440648575
1148,6,121,0.0982441404755963
1148,7,158,0.110010525249522
1148,8,198,0.119441771315951
1148,9,241,0.129293040913045
1148,10,286,0.132316916701158
1148,11,332,0.138864735840206
1148,12,377,0.143059372528378
1148,13,422,0.152472417292772
1148,14,466,0.155284660969851
1148,15,507,0.161063489077455
1149,1,7,0.0307789549662831
1149,2,19,0.0446198259994102
1149,3,37,0.0625318180002438
1149,4,61,0.073562502786722
1149,5,90,0.085822460550626
1149,6,123,0.10087016320644
1149,7,160,0.111859795371465
1149,8,200,0.124600535117992
1149,9,243,0.130967604476099
1149,10,288,0.136890771786824
1149,11,335,0.14134423342215
1149,12,383,0.149265985740258
1149,13,429,0.152472417292772
1149,14,472,0.155284660969851
1149,15,513,0.161063489077455
1150,1,7,0.0223729248862743
1150,2,19,0.0364688960210698
1150,3,37,0.0534994777030447
1150,4,61,0.0751431801038784
1150,5,91,0.0899571083955729
1150,6,125,0.101706669513485
1150,7,162,0.117595601736764
1150,8,202,0.121292074113167
1150,9,245,0.125119465366909
1150,10,291,0.129551035795678
1150,11,339,0.134968936327376
1150,12,387,0.139149078072968
1150,13,435,0.143500456524049
1150,14,479,0.149265985740258
1150,15,517,0.152472417292772
1151,1,7,0.0201602572339225
1151,2,19,0.0409771509279315
1151,3,37,0.0589170533923169
1151,4,61,0.0731305773236315
1151,5,91,0.0876158628790968
1151,6,125,0.0988878351007434
1151,7,162,0.111859795371465
1151,8,202,0.125119465366909
1151,9,245,0.129551035795678
1151,10,291,0.134968936327376
1151,11,339,0.139149078072968
1151,12,387,0.143500456524049
1151,13,435,0.149265985740258
1151,14,479,0.152472417292772
1151,15,517,0.155284660969851
1152,1,7,0.0283956910982047
1152,2,19,0.0440232403087579
1152,3,37,0.0608195960668036
1152,4,61,0.0689851862564674
1152,5,90,0.0811392754153374
1152,6,123,0.0968211562802567
1152,7,160,0.108030887534084
1152,8,200,0.120945443625333
1152,9,243,0.134968936327376
1152,10,288,0.139149078072968
1152,11,335,0.143500456524049
1152,12,383,0.149265985740258
1152,13,429,0.152472417292772
1152,14,472,0.155284660969851
1152,15,513,0.161063489077455
1153,1,7,0.0212658457593674
1153,2,19,0.0348951911508073
1153,3,37,0.0554434137437197
1153,4,60,0.0643169988938645
1153,5,88,0.0752909906235619
1153,6,121,0.0900460202166452
1153,7,158,0.101464603684176
1153,8,198,0.113089599872607
1153,9,241,0.12684864763092
1153,10,286,0.139149078072968
1153,11,332,0.143500456524049
1153,12,377,0.149265985740258
1153,13,422,0.152472417292772
1153,14,466,0.155284660969851
1153,15,507,0.161063489077455
1154,1,7,0.019524576138141
1154,2,19,0.0301536538847611
1154,3,36,0.0444349420129784
1154,4,58,0.060594431588939
1154,5,85,0.0705386521632941
1154,6,117,0.0818196834016037
1154,7,154,0.0971880207811524
1154,8,194,0.106548338598832
1154,9,237,0.119227867484343
1154,10,281,0.131576162549934
1154,11,324,0.143500456524049
1154,12,367,0.149265985740258
1154,13,410,0.152472417292772
1154,14,453,0.155284660969851
1154,15,495,0.161063489077455
1155,1,7,0.0224164425651641
1155,2,18,0.0442539369914856
1155,3,34,0.0622008438091194
1155,4,55,0.08005594990151
1155,5,81,0.0893474577702332
1155,6,112,0.0974928184984771
1155,7,148,0.105507956197039
1155,8,188,0.106842422103083
1155,9,230,0.113179294040424
1155,10,272,0.121100828482749
1155,11,314,0.131884366382851
1155,12,356,0.141802796278296
1155,13,398,0.151262123099904
1155,14,440,0.157894891592267
1155,15,482,0.163021390311477
1156,1,7,0.0234651199025336
1156,2,18,0.0471635988235426
1156,3,34,0.0688453259699248
1156,4,55,0.0796019426578743
1156,5,81,0.0974928184984771
1156,6,112,0.105507956197039
1156,7,148,0.106842422103083
1156,8,188,0.108649273885091
1156,9,230,0.120030148460072
1156,10,272,0.131221044356651
1156,11,314,0.141802796278296
1156,12,356,0.151262123099904
1156,13,398,0.157894891592267
1156,14,440,0.163021390311477
1156,15,482,0.166106884692357
1157,1,7,0.0235525842480276
1157,2,19,0.0448719571770373
1157,3,36,0.0615073255091021
1157,4,58,0.08005594990151
1157,5,85,0.0885753148325203
1157,6,117,0.0974928184984771
1157,7,154,0.105507956197039
1157,8,194,0.106854811744105
1157,9,237,0.111190264577497
1157,10,281,0.120030148460072
1157,11,324,0.131221044356651
1157,12,367,0.141802796278296
1157,13,410,0.151262123099904
1157,14,453,0.157894891592267
1157,15,495,0.163021390311477
1158,1,7,0.0207637757147269
1158,2,19,0.0407636296425698
1158,3,37,0.0616122192594836
1158,4,60,0.08005594990151
1158,5,88,0.0885753148325203
1158,6,121,0.0974928184984771
1158,7,158,0.105507956197039
1158,8,198,0.106854811744105
1158,9,241,0.111190264577497
1158,10,286,0.123550822447938
1158,11,332,0.131221044356651
1158,12,377,0.141802796278296
1158,13,422,0.151262123099904
1158,14,466,0.157894891592267
1158,15,507,0.163021390311477
1159,1,7,0.0195528790966436
1159,2,19,0.0408736538509091
1159,3,37,0.0620573188076542
1159,4,61,0.0725624885718501
1159,5,90,0.0876718251585629
1159,6,123,0.0942755393333021
1159,7,160,0.0975004345049811
1159,8,200,0.106827169354153
1159,9,243,0.113011730030147
1159,10,288,0.123550822447938
1159,11,335,0.131221044356651
1159,12,383,0.141802796278296
1159,13,429,0.151262123099904
1159,14,472,0.157894891592267
1159,15,513,0.163021390311477
1160,1,7,0.0250138409148114
1160,2,19,0.0386090676115212
1160,3,37,0.0548067704764497
1160,4,61,0.0738331368532813
1160,5,91,0.0809364541385304
1160,6,125,0.0876718251585629
1160,7,162,0.0950863990659021
1160,8,202,0.104568666032405
1160,9,245,0.109956754452097
1160,10,291,0.113435758158168
1160,11,339,0.118418071407317
1160,12,387,0.123550822447938
1160,13,435,0.131221044356651
1160,14,479,0.141802796278296
1160,15,517,0.151262123099904
1161,1,7,0.0194015700733785
1161,2,19,0.0368751232080838
1161,3,37,0.0617315482781561
1161,4,61,0.0725624885718501
1161,5,91,0.0876718251585629
1161,6,125,0.0936997671690949
1161,7,162,0.0995268483248487
1161,8,202,0.104568666032405
1161,9,245,0.109956754452097
1161,10,291,0.115430828062676
1161,11,339,0.123550822447938
1161,12,387,0.131221044356651
1161,13,435,0.141802796278296
1161,14,479,0.151262123099904
1161,15,517,0.157894891592267
1162,1,7,0.0217295374597694
1162,2,19,0.0459135372405357
1162,3,37,0.0636228633754648
1162,4,61,0.0761182970909478
1162,5,90,0.0864465938581374
1162,6,123,0.0947341855014834
1162,7,160,0.0995268483248487
1162,8,200,0.106373877170384
1162,9,243,0.114890117631529
1162,10,288,0.123550822447938
1162,11,335,0.131221044356651
1162,12,383,0.141802796278296
1162,13,429,0.151262123099904
1162,14,472,0.157894891592267
1162,15,513,0.163021390311477
1163,1,7,0.0245975202552876
1163,2,19,0.0454648476018342
1163,3,37,0.0603958798084335
1163,4,60,0.0779246850494767
1163,5,88,0.0855976020469029
1163,6,121,0.0936944451363752
1163,7,158,0.104568666032405
1163,8,198,0.110867036490769
1163,9,241,0.116842510907936
1163,10,286,0.126072610229727
1163,11,332,0.131188703946857
1163,12,377,0.141802796278296
1163,13,422,0.151262123099904
1163,14,466,0.157894891592267
1163,15,507,0.163021390311477
1164,1,7,0.0314061551989616
1164,2,19,0.0488476333775398
1164,3,36,0.0608162513820241
1164,4,58,0.0726425881258699
1164,5,85,0.0839520709145253
1164,6,117,0.0962986941032762
1164,7,154,0.104721230694801
1164,8,194,0.115430828062676
1164,9,237,0.118418071407317
1164,10,281,0.126072610229727
1164,11,324,0.131188703946857
1164,12,367,0.140051070398791
1164,13,410,0.151262123099904
1164,14,453,0.157894891592267
1164,15,495,0.163021390311477
1165,1,7,0.0215249030739272
1165,2,19,0.0434070468187159
1165,3,36,0.0615300761264937
1165,4,58,0.0819935013817652
1165,5,85,0.0935313832733812
1165,6,117,0.102008742427936
1165,7,154,0.111362826480685
1165,8,194,0.119485695612095
1165,9,237,0.125604041231066
1165,10,281,0.132766993016217
1165,11,324,0.140315520018579
1165,12,367,0.146581484523479
1165,13,410,0.151775824722955
1165,14,453,0.157894891592267
1165,15,495,0.163021390311477
1166,1,7,0.0201624594094125
1166,2,19,0.0411759222340916
1166,3,37,0.0614449637575046
1166,4,60,0.0767352766281832
1166,5,88,0.0885673510849292
1166,6,121,0.0960532129611656
1166,7,158,0.106792546343104
1166,8,198,0.115262252895656
1166,9,241,0.122786557019709
1166,10,286,0.131103794452582
1166,11,332,0.140315520018579
1166,12,377,0.146581484523479
1166,13,422,0.151775824722955
1166,14,466,0.157894891592267
1166,15,507,0.163021390311477
1167,1,7,0.0203703896884802
1167,2,19,0.0420067705593222
1167,3,37,0.0571319516756192
1167,4,61,0.0790958467027871
1167,5,90,0.0904147167013275
1167,6,123,0.0965880153312869
1167,7,160,0.105507956197039
1167,8,200,0.115262252895656
1167,9,243,0.121489562887704
1167,10,288,0.130541784102839
1167,11,335,0.137733340389335
1167,12,383,0.142821431891415
1167,13,429,0.151775824722955
1167,14,472,0.157894891592267
1167,15,513,0.163021390311477
1168,1,7,0.0247220150972492
1168,2,19,0.0452915332311016
1168,3,37,0.0638519844885263
1168,4,61,0.0751596936585496
1168,5,91,0.0851772739157809
1168,6,125,0.0930905909876064
1168,7,162,0.100857807589992
1168,8,202,0.106974149349131
1168,9,245,0.114861348408343
1168,10,291,0.122627975007129
1168,11,339,0.130790448726582
1168,12,387,0.136685369762257
1168,13,435,0.141711068816719
1168,14,479,0.146581484523479
1168,15,517,0.151775824722955
1169,1,7,0.0242553898624256
1169,2,19,0.0421437011454662
1169,3,37,0.0548190915131715
1169,4,61,0.069388273330188
1169,5,91,0.0846788797465084
1169,6,125,0.0904147167013275
1169,7,162,0.0974928184984771
1169,8,202,0.105507956197039
1169,9,245,0.115262252895656
1169,10,291,0.121489562887704
1169,11,339,0.130541784102839
1169,12,387,0.137733340389335
1169,13,435,0.142821431891415
1169,14,479,0.151775824722955
1169,15,517,0.157894891592267
1170,1,7,0.0232485502743951
1170,2,19,0.0454638310206346
1170,3,37,0.0645979309803176
1170,4,61,0.0821383911569092
1170,5,90,0.0904147167013275
1170,6,123,0.0974928184984771
1170,7,160,0.105507956197039
1170,8,200,0.113016723518335
1170,9,243,0.120644029958768
1170,10,288,0.130541784102839
1170,11,335,0.132081191269356
1170,12,383,0.141802796278296
1170,13,429,0.151775824722955
1170,14,472,0.157894891592267
1170,15,513,0.163021390311477
1171,1,7,0.0241991101825062
1171,2,19,0.0497249402611006
1171,3,37,0.0686153525912711
1171,4,60,0.0805627377875851
1171,5,88,0.0893474577702332
1171,6,121,0.0974928184984771
1171,7,158,0.105507956197039
1171,8,198,0.110483316836979
1171,9,241,0.119834022497104
1171,10,286,0.123767574637937
1171,11,332,0.131884366382851
1171,12,377,0.141802796278296
1171,13,422,0.151262123099904
1171,14,466,0.157894891592267
1171,15,507,0.163021390311477
1172,1,7,0.0248832411521503
1172,2,19,0.0435939180136151
1172,3,36,0.0680991182106123
1172,4,58,0.0805627377875851
1172,5,85,0.0893474577702332
1172,6,117,0.0974928184984771
1172,7,154,0.105507956197039
1172,8,194,0.107393409067661
1172,9,237,0.116158277652616
1172,10,281,0.121844191127037
1172,11,324,0.131884366382851
1172,12,367,0.141802796278296
1172,13,410,0.151262123099904
1172,14,453,0.157894891592267
1172,15,495,0.163021390311477
1173,1,7,0.0275357020307892
1173,2,18,0.0567071919818867
1173,3,34,0.0713345371089503
1173,4,55,0.0892931024467445
1173,5,81,0.0974928184984771
1173,6,112,0.105507956197039
1173,7,148,0.106842422103083
1173,8,188,0.113179294040424
1173,9,230,0.121100828482749
1173,10,272,0.131884366382851
1173,11,314,0.141802796278296
1173,12,356,0.151262123099904
1173,13,398,0.157894891592267
1173,14,440,0.163021390311477
1173,15,482,0.166106884692357
1174,1,7,0.0200086140969704
1174,2,18,0.0414716494975798
1174,3,34,0.0639061842256647
1174,4,55,0.076688330327385
1174,5,81,0.0951463107536739
1174,6,112,0.11498598335554
1174,7,148,0.13212582430466
1174,8,188,0.147726463012253
1174,9,230,0.15713948796403
1174,10,272,0.166106884692357
1174,11,314,0.166106884692357
1174,12,356,0.166106884692357
1174,13,398,0.166106884692357
1174,14,440,0.166106884692357
1174,15,482,0.166106884692357
1175,1,7,0.0197498079738755
1175,2,18,0.036819385514269
1175,3,34,0.0578770025639655
1175,4,55,0.075899350851544
1175,5,81,0.102006918966771
1175,6,112,0.122056994618782
1175,7,148,0.137442924560069
1175,8,188,0.147726463012253
1175,9,230,0.15713948796403
1175,10,272,0.166106884692357
1175,11,314,0.166106884692357
1175,12,356,0.166106884692357
1175,13,398,0.166106884692357
1175,14,440,0.166106884692357
1175,15,482,0.166106884692357
1176,1,7,0.0217656323735944
1176,2,19,0.0402014485513186
1176,3,36,0.0632305429069171
1176,4,58,0.0860182470758154
